"","documents"
"1249","Superb Geek food and amazing value for the mezza, the courses just kept coming! Friendly staff who were very generous with the spirits after the meal (thanks!)."
"1250","You won't leave this place hungry...or out of pocket. Alexander's has a real Greek authentic feel with friendly staff and big portions. Outstanding value for money especially with the quality and array of food provided. You will leave this place with a smile - definitely...More"
"1251","Great hospitality! Authentic Greek and Cypriot food. Was the second time visiting the restaurant and definitely will be visiting again soon. Amazing prices, huge portions! Everyone had a great time! I can't recommend this restaurant enough!"
"1252","The best greek restaurant in Central London. Delicious cuisine. Worth to visit. Amazing atmosphere, excellent service!! 100% reccomented!"
"1253","Excellent food!! Wondferful service and lovely place!!! The best greek restaurant in town ! Alexander The Great!!!!!"
"1254","Wonderful restaurant with an excellent menu and truly heart warming atmosphere. Lovely people, beautiful food and customer care that can't be rivaled. Would recommend highly to anyone looking for to be well fed and watered. A total delight!"
"1255","Honestly the best vibe and atmosphere I've experienced in a restaurant for a very long time Lovely staff, brilliant food, and fills you up amd more"
"1256","Amazing food and amazing staff. Brilliant customer service and very friendly. Easy to find and treated great. 10/10. Food is brilliant and the music is great as well. Restaurant kept in brilliant condition"
"1257","Came here after a long day in London. Service was great and food was great! Genuine Greek food coming back again! Octopus was great!"
"1258","Great food! Great platters, wonderful service & lovely atmosphere. Really reasonable prices & will definitely be coming back!"
"1259","I had the 'Grilled salmon' which on the menu appears simple but on the table was food in abundance. Salmon was cooked well, lashings of salad (much to my comfort) and the accompanying chips' were to my surprise well seasoned potatoes. Great food, great staff,...More"
"1260","We had a wonderful time at Alexander the Great! Really friendly staff and atmosphere. Delicious food at a reasonable price. Lovely way to spend a Sunday..."
"1261","Had a good time catching up with friends.    Great food. Good service. Good wine. The best of friends. "
"1262","Dammmmmn that meat platter. Toooo many meats. It was so delicious and now free champagne, what a dream. Fully recommended"
"1263","We had the best time here! Seriously it was amazing, friendly staff, amazing food! You feel like you've been transported to Greece!"
"1264","I went to this nice greek restaurant with my girlfriend and we have been very happy both with the delicious fish menu and with the service. I recommend the fish meze!"
"1265","We stumbled upon this  cosy Greek Taverna. Staff was very warm and welcoming from start to finish.  We had fish meze and grilled octopus among other dishes.  All nine of us unanimously agreed that the food was outstanding.  The food was fresh and plentiful. A...More"
"1266","Visited this place with my friends. Amazing atmosphere, courteous and friendly service, loved the food! Will come back!"
"1267","We visited Alexander the great for a family meal. It's my second visit and I will definitely be coming back. The service is very good but most importantly the food is delicious and the food portions are extremely generous. I highly recommend this restaurant."
