"","documents"
"6001","So the waiting staff were great, friendly and professional. The restaurant was nice and sophisticated but sadly let down by food. We had a red letter day gift, the cocktails were basically ice with a shot of alcohol..no bread, 4 pounds for water. the deal...More"
"6002","I visited with 3 friends.  We had the set menu with a cocktail and it was all lovely.  I highly recommend the beef which fell apart and the mash was delicious.The service was excellent too."
"6003","the staff were knowledgeable with  their cuts of meat steaks. My  beef bourguignon was excellent.. Service was superb. For our birthday they brought the dessert with candles.  Had absolutely amazing time. The food excellent"
"6004","A lovely  tasty meal, very nice staff.  Good location . No problems. Would definitely recommend to friends"
"6005","I had this meal given as a gift, however.. I did find it a rip off as it didn’t contain the whole meal? We had to pay extra for Potaoes and veg or the steak would have been served alone! The veg/pots were £5 per...More"
"6006","The food and service was impeccable . The one negative was that wehad a bottle of Provence Rose - which, for the price (over £30) was below par"
"6007","Good choice with the set menu plus cocktail. But pricey with the add ons if you'd wished but we didn't so thoroughly enjoyed meal."
"6008","We had a porterhouse steak and all I can say is it was amazing, the customer service was excellent, the wine was paired beautifully and the whole 3 courses were fantastic, what an experience, if get the chance then go, worth every penny."
"6009","Ok, food was nice , service was polite if slow . Long wait between starters and mains and hard to get waiters attention . Eventually asked why such a delay ? Then food came almost immediately, but no explanation or apology for delay .. which...More"
"6010","We have used this restaurant a number of times and this visit was to its normal standard. Great service, lovely steak and a relaxed atmosphere, what else do you want? Will be coming back again very soon."
"6011","Excellent venue. Staff were brilliant and attentive. Meal was lovely. Our meal was part of a package that was a gift. This allowed us to choose options from a set menu which included a cocktail, starter, main and dessert."
"6012","This was a treat from our daughter and her partner and we ended up going with friends for what was a real treat. Food was good, service was very good and the restaurant had a great feel about it"
"6013","Had a voucher for dinner at a London Steakhouse so we chose the City Branch.Was greeted by a member of staff who said I will take you to your table fine but my wife wanted to use the restroom so he said no worries sir...More"
