"","documents","ViaMobiles"
"336","This place was lovely the staff were amazing from start to finish we had the set meal which you have to pay extra for sides which was fine we also had wine and the attention to detail while pouring our wine was amazing overall a...More","Not Mobile"
"337","This was a present from a family member, but because of the pricing we ended up paying twice the amount of the present on top. A starter that consisted of of mostly lettuce, half a dozen prawns, a pouring of Marie Rose sauce to hide...More","Not Mobile"
"338","We’re talking 1 slice of hovis, 5 prawns and a shed tonne of lettuce… Rest of the meal followed suit (overpriced and underwhelming), seriously need to up their game with goodmans, boisdale and hawksmoor on the doorstep.","Not Mobile"
"339","Was absolutely brilliant from start to finish. Polite, helpful, knowledgeable & friendly staff coupled with outstanding food, you really couldn't ask for anymore. We will definitely be coming back","Not Mobile"
"340","Had a virgin experience  day gift voucher with set menu and the food and atmosphere was beautiful and would definitely recommend:)","Not Mobile"
"341","Food ok, service not great. Prawn cocktail was great. Steak was ok,  but the waitress forgot to mention it didn’t come with any sides, so had to be ordered when the steak was delivered. Pudding (apple crumble) was apple purée with a crumble topping ok,...More","Mobile"
"342","Hi this was a gift for me. I am not really into fine dining. The cocktail was good and the starter was good but the rest of the food wasn't for me. The staff were also very good but it took a long time between...More","Not Mobile"
"343","Great food & attentive staff, nice atmosphere,  did feel a little hurried to finish our meal & they could definitely do with some air conditioning with being on the lower ground floor in the summer months. Toilets were not particularly clean, doors sticky & did...More","Not Mobile"
"344","Lovely experience. Great customer service and amazing food. Went one Saturday afternoon. Would definitely go back. Annoyingly, I couldn’t tip the waitress because they don’t take cash and it would get swallowed on their card system which doesn’t seem fair as our waitress was lovely....More","Not Mobile"
"345","Starter was ok nothing to rave aboutSteak was cooked perfectly But my chips were over cooked and terrible and the salad was so covered in pesto it soaked the salad that it looked like l boiled spinach.Desert extremely sweet but this just be...More","Not Mobile"
"346","Visited as part of a virgin experience package Food very niceRestaurent nice atmosphereOnly complaint when ordering we were not asked if we would like any sides with our steak apart from that quite a nice meal and good value","Mobile"
"347","I had a 3 course meal with my girlfriend for her Birthday. The gentleman who served us for the evening was amazing, I forgot his name but I he was young and I think Brazilian. The food was just sublime, we both ordered the steak...More","Not Mobile"
"348","The restaurant looks tidy and clean. Great customer service, staff are polite and friendly. The food was delicious ","Not Mobile"
"349","Our lunch was simply amazing. Very delicious steak and the dessert was on the next level (super delicious). The staff was very friendly and the service was perfect.  We highly recommend the steakhouse.","Not Mobile"
"350","Waited half an hour before even getting water, then further wait to actually order. Over priced food.","Not Mobile"
"351","Lovely meal with great food. Very attentive and friendly staff, would deffiently recommend and would return.","Not Mobile"
"352","Lovely place to eat in. Staff were very friendly and attentive without being overbearing. Would definitely recommend visiting.","Not Mobile"
"353","Went as part of a Virgin Experience and was very pleased with the service and food was excellent. Staff were very friendly","Not Mobile"
"354","Staff good, but a major concern which we did point out to the Maitre D , that we didn’t witness one table or chair cleaned after guests left.  The Maitre D also cleared tables after use , plus his staff , the tablecloth was removed...More","Not Mobile"
"355","not a great location.many items unavailable on the menu.good service from staff.food a very nice quality","Not Mobile"
"356","Love everything about this restaurant! Lovely environment, fabulous atmosphere, service second to none. Food - totally delicious!!","Not Mobile"
"357","Great service. Great food. Only two down sides. 1: additional (Optional) Service Charge of £13.69 appended to a bill, which for two came to £123.19. (who actually challenges them to take it off?) & 2: don't drink alcohol! A glass of (I think 175 ml...More","Not Mobile"
